entry_id,surname,forename,destinations,stage_index,occupation_raw,age,hisco_code,hisclass,hiscam,tr_category,code_method,code_review,tr_absolute,tr_relative,code_tier
13,AMMON,Charles George (Lord Ammon of Camberwell),Media,7,MP (Lab) for North Camberwell (1922-31,,20110,1,93.36,Etablierte,synonym,,Etablierte,Etablierte,statut
13,AMMON,Charles George (Lord Ammon of Camberwell),Media,8,1935-44),,,,,,,,,,
18,ANDREWS,Elizabeth,Media,1,Assisted at home in raising young family,13,,,,,,,,,
18,ANDREWS,Elizabeth,Media,2,"dress-maker (from age 17), with own workroom by 1901, employing 2 apprentices",,,,,,,,,,
18,ANDREWS,Elizabeth,Media,3,in charge of workroom from 1905,,,,,,,,,,
18,ANDREWS,Elizabeth,Media,4,Labour Party Woman Organiser for Wales (1919-48),,,,,,,,,,
18,ANDREWS,Elizabeth,Media,5,appointed to the Glamorgan Health Executive Council (1948-),,,,,,,,,,
25,ASKHAM,John,Art+Media,1,Put to the trade of shoemaking before the age of 10,,,,,,,,,,
25,ASKHAM,John,Art+Media,2,"local correspondent to various newspapers, supplementing the earnings of his craft",,15915,2,86.98,Etablierte,synonym,,Etablierte,(indéterminé),statut
25,ASKHAM,John,Art+Media,3,school attendance officer (1874-5),,,,,,,,,,
25,ASKHAM,John,Art+Media,4,sanitary inspector (1875-90),,,,,,,,,,
38,BAMFORD,Samuel,Art+Media,1,"Worked the bobbin-wheel as a child, soon becoming a hand-loom weaver. Hand-loom weaving remained his chief employment but also worked for spells (notably during trade depressions) as a warehouseman, farm labourer and sailor. Eventually became a putter-out to weavers. In later life worked as a journalist",,,,,,,,,,
38,BAMFORD,Samuel,Art+Media,2,doorkeeper/messenger at Somerset House (1852),,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
38,BAMFORD,Samuel,Art+Media,3,and obtained a livelihood in old age by public poetry reading,,,,,,,,,,
42,BARCLAY,Thomas Patrick,Media,1,"At age 8 he worked turning the wheel at a rope factory, winding yarn for jacket weavers, peeling osier-rods, helping a rotary-hand and asa boot-finisher’s sweater. Apart from a brief period distributing tradesmen’s leaflets he worked as an unskilled labourer in many different factories in Leicester",,,,,,,,,,
54,BELL,Neil [pseud. Limited,Art+Media,1,"Apprentice shipwright, for 7 weeks only (1901)",,,,,,,,,,
54,BELL,Neil [pseud. Limited,Art+Media,2,teacher (1907-?),,13000,2,82.44,Etablierte,synonym,,Etablierte,Bewahrende,statut
54,BELL,Neil [pseud. Limited,Art+Media,3,freelance journalist,,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
54,BELL,Neil [pseud. Limited,Art+Media,4,novelist and children’s author,,15120,2,79.8,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
56,BELL,Thomas,Art+Media,1,"Carried milk for dairy farmer, becoming full-time assistant on leaving school (1894)",8,,,,,,,,,
56,BELL,Thomas,Art+Media,2,"van-boy to a mineral water manufacturer (for 18 months), then bottle-washer and labeller in same factory",,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
56,BELL,Thomas,Art+Media,3,"apprentice iron-moulder, remaining a foundry worker for rest of working life",,,,,,,,,,
59,BERTRAM,James Glass,Art+Media,1,"Bookseller’s apprentice (1837), becoming head clerk/manager by the age of 21",,41020,3,81.33,Bewahrende,synonym,yes,Bewahrende,Bewahrende,statut
59,BERTRAM,James Glass,Art+Media,2,actor/strolling player/’mummer’ (c.1846-9),,17320,4,63.79,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
59,BERTRAM,James Glass,Art+Media,3,bookseller and newsagent (1849),,41020,3,81.33,Anwaerter,synonym,yes,Anwaerter,Anwaerter,statut
59,BERTRAM,James Glass,Art+Media,4,"contributor to various periodicals, including Chambers’s Journaland Hogg's Instructor",,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
59,BERTRAM,James Glass,Art+Media,5,"editor, and later proprietor, of the North Briton (1855-73)",,15920,2,82.12,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
59,BERTRAM,James Glass,Art+Media,6,proprietor of the short-run Bawbee (1856) and the slightly more successful Scottish Thistle (to 1859),,41020,3,81.33,Bewahrende,synonym,yes,Bewahrende,Bewahrende,statut
59,BERTRAM,James Glass,Art+Media,7,assistant editor of the Glasgow News (1873-4),,,,,,,,,,
59,BERTRAM,James Glass,Art+Media,8,"journalist and author, contributing to the provincial weekly press and miscellaneous periodicals (1874-92)",,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
62,BETHUNE,Alexander,Art,1,Day-labourer from age 14,,99910,11,57.34,Enttaeuschte,synonym,,Enttaeuschte,Etablierte,statut
62,BETHUNE,Alexander,Art,2,worked briefly as a weaver (1825) and a turnkey. Was seriously injured in explosion at a quarry where he was working (1829),,75430,9,50.74,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
67,BINNS,John,Media,1,Apprentice soap-boiler (1786-94),,,,,,,,,,
67,BINNS,John,Media,2,assistant to brother in plumbing business (1794-8),,,,,,,,,,
67,BINNS,John,Media,3,imprisoned (1798-1801),,,,,,,,,,
67,BINNS,John,Media,4,proprietor of the Republican Argus when living in Pennsylvania (1801-7),,41020,3,81.33,Bewahrende,synonym,yes,Bewahrende,Enttaeuschte,statut
67,BINNS,John,Media,5,"editor of the Democratic Press, when in Philadelphia (1807-)",,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Etablierte,statut
70,BLATCHFORD,Robert Peel,Media,1,First employment was as odd-job boy in lithographic printing works,,,,,,,,,,
70,BLATCHFORD,Robert Peel,Media,2,apprentice brushmaker (c.1864/5-71?),,,,,,,,,,
70,BLATCHFORD,Robert Peel,Media,3,"enlisted in army, achieving rank of sergeant (1871-7)",,,,,,,,,,
70,BLATCHFORD,Robert Peel,Media,4,clerk/storekeeper (1877-85),,39310,5,69.59,,generic,yes,Bewahrende,Enttaeuschte,trajectoire
70,BLATCHFORD,Robert Peel,Media,5,"began writing career in 1882 when article published in The Yorkshireman, subsequently working as a weekly columnist and news reporter",,,,,,,,,,
70,BLATCHFORD,Robert Peel,Media,6,"resigned from Manchester Sunday Chronicle (1891), to start, with 4 others, the Clarion",,,,,,,,,,
70,BLATCHFORD,Robert Peel,Media,7,freelance journalist (from 1927),,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
73,BONWICK,James,Art,1,‘Qualified’ teacher at age 15,,13000,2,82.44,Etablierte,synonym,,Etablierte,(indéterminé),statut
73,BONWICK,James,Art,2,"organised and conducted new school at Hemel Hempstead (1834), then moved to large boarding school at Bexley, and on to British School at Liverpool (1837). Taught briefly at Lancasterian school in Stoke Newington before emigrating to Australia (1840), where he taught, wrote text books, inspected schools and dug for gold. Made fortune from gold discoveries, land speculation and private boarding schools",,,,,,,,,,
82,BOWYER,William [pseud. of William Bowyer HONEY,Art,1,"Boy clerk with General Post Office (1904-9), then assistant clerk",,39310,5,69.59,,generic,yes,Bewahrende,(indéterminé),trajectoire
82,BOWYER,William [pseud. of William Bowyer HONEY,Art,2,"keeper in the Department of Ceramics, Victoria and Albert Museum (1938-50)",,,,,,,,,,
83,BRACE,William,Media,1,"Started work in the mines at age 12, and remained in the pits until elected miners’ agent for the Western Valleys District",24,45230,11,51.9,,generic,yes,Enttaeuschte,(indéterminé),trajectoire
83,BRACE,William,Media,2,"vice-president and president of the South Wales Miners’ Federation (until 1920). Elected MP for South Glamorgan in 1906, remaining in Parliament until his resignation in 1920 and acceptance of the post of labour adviser to the Ministry of Labour. Retired in 1927, though still acted as a consultant to government departments and continued to contribute articles to the Western Mail",,,,,,,,,,
84,BREARLEY,Harry,Art,1,"Employed for short periods in a shop, a stove-grate factory and in a doctor’s house",,,,,,,,,,
84,BREARLEY,Harry,Art,2,cellarlad in a steel-making furnace,,,,,,,,,,
84,BREARLEY,Harry,Art,3,bottle-washer in a chemical laboratory,12,,,,,,,,,
84,BREARLEY,Harry,Art,4,"laboratory assistant. Established reputation as ‘a solver of analytical problems and deviser of simplified methods of analysing steel’, and was employed in this capacity. Conducted own small business manufacturing a composite material",,,,,,,,,,
85,BRIERLEY,Benjamin,Art+Media,1,At age 5 had to assist in bread-winning by door-to-door hawking,,,,,,,,,,
85,BRIERLEY,Benjamin,Art+Media,2,"was later ‘put to the bobbin wheel’ at home, followed by a brief spell in a factory as a piecer, eventually becoming a domestic hand-loom weaver. During period of trade depression he found employment dragging coals from the coal pits. Moved to Manchester to work in various silk manufacturers’ warehouses (up to 1860s)",,,,,,,,,,
85,BRIERLEY,Benjamin,Art+Media,3,sub-editor on Oldham Times,,15920,2,82.12,Bewahrende,synonym,,Bewahrende,(indéterminé),statut
85,BRIERLEY,Benjamin,Art+Media,4,"adopted literature as his profession, contributing articles, poems and short stories to a variety of newspapers and journals",,,,,,,,,,
85,BRIERLEY,Benjamin,Art+Media,5,"editor of own journal, Country Words (1869-75), which was successful until death of daughter caused him to lose interest. Visited America and then returned to literary profession running his own Ben Brierley’s Journal (1869-91)",,15920,2,82.12,Bewahrende,synonym,,Bewahrende,(indéterminé),statut
86,BRITTON,John,Art,1,Assisted mother in making bread and working on the farm (1784-7),,,,,,,,,,
86,BRITTON,John,Art,2,apprenticed to a wine merchant (1887-93),,,,,,,,,,
86,BRITTON,John,Art,3,cellarman,,,,,,,,,,
86,BRITTON,John,Art,4,clerk in an attorney’s office,,39310,5,69.59,,generic,yes,Bewahrende,(indéterminé),trajectoire
86,BRITTON,John,Art,5,recited and sang in a theatre (1799),,,,,,,,,,
86,BRITTON,John,Art,6,"adopted writing as a profession, c.1799/1800, with his first book being published in 1799. Also served as surveyor and clerk to the local Board of Commissioners. Was granted a civil list pension of $75 in 1852",,39310,5,69.59,,generic,yes,Bewahrende,(indéterminé),trajectoire
91,BROOKS,Joseph Barlow,Art,1,"Started work at local mill as a half-timer at age 10 as an errand-boy, then as a reacher-in and as a cut-looker’s assistant (to age 13)",,,,,,,,,,
91,BROOKS,Joseph Barlow,Art,2,pupil-teacher (1887-92),,13000,2,82.44,Etablierte,synonym,,Etablierte,Bewahrende,statut
91,BROOKS,Joseph Barlow,Art,3,cashier’s clerk (1892-5),,39310,5,69.59,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
91,BROOKS,Joseph Barlow,Art,4,Methodist circuit preacher (1896-1936),,14120,2,97.7,Etablierte,synonym,,Etablierte,Etablierte,statut
94,BROWN,Sir Edward,Media,1,"Worked in father’s business on leaving school, then became a poultry breeder (1871). The major part of his working life was devoted to promoting the productive side of poultry husbandry and included appointments as editor of the Live Stock Journal, member of a commission to enquire into the Irish poultry industry",,,,,,,,,,
94,BROWN,Sir Edward,Media,2,lecturer on poultry under the County Council scheme,,13000,2,82.44,Etablierte,synonym,yes,Etablierte,(indéterminé),statut
94,BROWN,Sir Edward,Media,3,lecturer at Reading University College (1895-1910),,13000,2,82.44,Etablierte,synonym,yes,Etablierte,(indéterminé),statut
94,BROWN,Sir Edward,Media,4,owner of College Poultry Farm at Theale (1910-),,,,,,,,,,
103,BULLEN,Frank Thomas,Art+Media,1,Sent to live and work in a laundry at age 9,,,,,,,,,,
103,BULLEN,Frank Thomas,Art+Media,2,"employed in various other jobs between the ages of 9 and 12, including errand-boy",,,,,,,,,,
103,BULLEN,Frank Thomas,Art+Media,3,milkboy,,,,,,,,,,
103,BULLEN,Frank Thomas,Art+Media,4,‘boy of all work’ at a ‘lath-renders’ and at a paper-pattern maker’s,,,,,,,,,,
103,BULLEN,Frank Thomas,Art+Media,5,chemist’s lad,,,,,,,,,,
103,BULLEN,Frank Thomas,Art+Media,6,street urchin,,,,,,,,,,
103,BULLEN,Frank Thomas,Art+Media,7,billiard marker,,,,,,,,,,
103,BULLEN,Frank Thomas,Art+Media,8,"moulder’s assistant. He was then employed as a seaman for about 15 years, serving in almost every capacity except that of a master, having started as a cabin-boy. Came ashore when in his mid/late twenties and got work as a clerk in the Civil Service, later combining this with a business concerned with buying and selling fancy goods and as a carver, gilder and picture-frame maker. Suffered from business difficulties and threatened bankruptcy. Fortunes again took an upward turn when he was appointed to the staff of the Morning Leader when aged 42, followed by a successful life as public speaker engaged on lecture tours at home and abroad. Author",42,39310,5,69.59,,generic,yes,Bewahrende,(indéterminé),trajectoire
108,BURGESS,Joseph,Art+Media,1,"Started work in a card-cutting room at age 6, remaining full-time for 2 years",,,,,,,,,,
108,BURGESS,Joseph,Art+Media,2,"half-time ‘little piecer’ from age 8-13, then full-time as a ‘big piecer’",,,,,,,,,,
108,BURGESS,Joseph,Art+Media,3,"worked as a cotton operative until aged 28, but with short spells in a print works and a cardsheet manufactory",28,,,,,,,,,
108,BURGESS,Joseph,Art+Media,4,correspondent for local newspaper (1881-4),,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
108,BURGESS,Joseph,Art+Media,5,"started own (short-lived) paper, the Oldham Operative (1884)",,,,,,,,,,
108,BURGESS,Joseph,Art+Media,6,sub-editor of the Cotton Factory Times (1885-9),,15920,2,82.12,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
108,BURGESS,Joseph,Art+Media,7,manager of Yorkshire Factory Times (1889-91),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Anwaerter,statut
108,BURGESS,Joseph,Art+Media,8,editor of Workman's Times (1891-3),,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Enttaeuschte,statut
108,BURGESS,Joseph,Art+Media,9,"continued to work as a journalist, poet and writer",,,,,,,,,,
108,BURGESS,Joseph,Art+Media,10,organising secretary for Independent Labour Party (1897-1902),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Anwaerter,statut
108,BURGESS,Joseph,Art+Media,11,serial writer,,15120,2,79.8,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
108,BURGESS,Joseph,Art+Media,12,socialist propagandist and lecturer (1895-1914),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Anwaerter,statut
108,BURGESS,Joseph,Art+Media,13,editor of Bradford Pioneer (1914),,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Enttaeuschte,statut
108,BURGESS,Joseph,Art+Media,14,on editorial staff of the London Evening Standard (1919) and Pall Mall Gazette,,,,,,,,,,
109,,,Art+Media,1,Draper’s-boy,14,41020,3,81.33,Bewahrende,synonym,yes,Bewahrende,Etablierte,statut
109,,,Art+Media,2,boot-cleaner and tap-polisher in an hotel,14,,,,,,,,,
109,,,Art+Media,3,clerk in a commercial office,15,39310,5,69.59,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
109,,,Art+Media,4,employed in an advertising agency and as a theatre utility man,,,,,,,,,,
109,,,Art+Media,5,assistant to second-hand bookseller,,,,,,,,,,
109,,,Art+Media,6,spent 7 years in the office of a literary agency,,,,,,,,,,
109,,,Art+Media,7,received commissions which enabled him to devote himself to literary work,,,,,,,,,,
110,BURLAND,John Hugh,Media,1,Employed in the hand-loom weaving industry for several years after leaving school,,75430,9,50.74,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
110,BURLAND,John Hugh,Media,2,in later life worked as a teacher at the Oddfellows Sunday School (c.1838),,13000,2,82.44,Etablierte,synonym,,Etablierte,Etablierte,statut
110,BURLAND,John Hugh,Media,3,teacher (1844-5),,13000,2,82.44,Etablierte,synonym,,Etablierte,Etablierte,statut
110,BURLAND,John Hugh,Media,4,headmaster (1857-68),,,,,,,,,,
110,BURLAND,John Hugh,Media,5,grocer (1868-76),,41020,3,81.33,Bewahrende,synonym,yes,Bewahrende,Etablierte,statut
110,BURLAND,John Hugh,Media,6,school warden (1876-). Also contributed many articles to local newspapers and was employed as the local (Barnsley) correspondent,,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
111,BURN,James Dawson,Media,1,"Variously employed in his youth, including bobbin-winder, beggar, hawker, agricultural labourer (from an early age to c.1822), apprentice felt-hat maker (1822-29). Set up business on own account, on more than one occasion, but was unsuccessful (c.1835-6?). Subsequently worked as a publican (1836-9)",,,,,,,,,,
111,BURN,James Dawson,Media,2,commercial traveller,,43220,4,73.55,Bewahrende,synonym,,Bewahrende,Bewahrende,statut
111,BURN,James Dawson,Media,3,warehouseman,,97145,11,56.66,Enttaeuschte,synonym,yes,Enttaeuschte,Enttaeuschte,statut
111,BURN,James Dawson,Media,4,salesman,,43220,4,73.55,Anwaerter,synonym,,Anwaerter,Anwaerter,statut
111,BURN,James Dawson,Media,5,book deliverer,,,,,,,,,,
111,BURN,James Dawson,Media,6,compiler of commercial directories,,,,,,,,,,
111,BURN,James Dawson,Media,7,collector of subscriptions for commercial magazine (c.1853),,,,,,,,,,
111,BURN,James Dawson,Media,8,debt collector of subscriptions for the Ladies Journal,,,,,,,,,,
111,BURN,James Dawson,Media,9,manager of office,,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
111,BURN,James Dawson,Media,10,hatter (c.1864-5),,,,,,,,,,
111,BURN,James Dawson,Media,11,journalist on Hexham Courant,,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
111,BURN,James Dawson,Media,12,clerk (to 1871),,39310,5,69.59,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
111,BURN,James Dawson,Media,13,inspector of stores for Great Eastern Railway Company (1871-81),,,,,,,,,,
114,BURT,Thomas,Media,1,Commenced work as a pit-lad,10,,,,,,,,,
114,BURT,Thomas,Media,2,employed at various tasks underground (trapper,,,,,,,,,,
114,BURT,Thomas,Media,3,donkey and pony-driver,,,,,,,,,,
114,BURT,Thomas,Media,4,pony-putting,,,,,,,,,,
114,BURT,Thomas,Media,5,"water-leader), until he became a coal-hewer. Left the pit in 1865 to become full-time secretary and agent of the Northumberland Miners’ Mutual Confident Association (to 1913)",17,45230,11,51.9,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
114,BURT,Thomas,Media,6,MP (Lib and Lab) for Morpeth (1874- 1918),,20110,1,93.36,Etablierte,synonym,,Etablierte,Etablierte,statut
123,CAMPBELL,Duncan,Media,1,Assisted on father’s farm,,,,,,,,,,
123,CAMPBELL,Duncan,Media,2,jack-of-all-trades,15,,,,,,,,,
123,CAMPBELL,Duncan,Media,3,schoolteacher (1848-60),,13000,2,82.44,Etablierte,synonym,,Etablierte,Etablierte,statut
123,CAMPBELL,Duncan,Media,4,"editor of Bradford Observer (from 1860) and for over 26 years of the Northern Chronicle, Inverness",,15920,2,82.12,Bewahrende,synonym,,Bewahrende,Enttaeuschte,statut
124,CAMPION,Sidney Roland,Media,1,"From age 10-14 he sold newspapers after school, and then was employed in various jobs including errand-boy, delivery-boy, machine operative, doctor’s receptionist, seam-presser and in other factory labour. Apprenticed to be a wood-cutting machinist, but left job to go to London to become a journalist",,,,,,,,,,
126,CARDUS,Neville,Art+Media,1,"Earned first money at age 10 as a pavement artist, and then occupied in various odd-jobs after leaving school before becoming a clerk in a marine insurance company (1904-12)",,39310,5,69.59,,generic,yes,Bewahrende,Bewahrende,trajectoire
126,CARDUS,Neville,Art+Media,2,assistant cricket coach at Shrewsbury School (1912),,,,,,,,,,
126,CARDUS,Neville,Art+Media,3,"secretary to Cyril Alington, headmaster at Shrewsbury School (to 1916)",,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
126,CARDUS,Neville,Art+Media,4,casual labourer (1916),,99910,11,57.34,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
126,CARDUS,Neville,Art+Media,5,‘penny-a-line’ writer for the Daily Citizen (1916),,15120,2,79.8,Anwaerter,synonym,,Anwaerter,Anwaerter,statut
126,CARDUS,Neville,Art+Media,6,agent for Burial Society (1916),,45230,11,51.9,,generic,yes,Enttaeuschte,Enttaeuschte,trajectoire
126,CARDUS,Neville,Art+Media,7,unpaid secretary to C. P. Scott (1916),,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
126,CARDUS,Neville,Art+Media,8,"reporter on the Manchester Guardian (1917), eventually becoming its music and dramatic critic and cricket correspondent",,15915,2,86.98,Etablierte,synonym,,Etablierte,Etablierte,statut
135,CATLING,Thomas Thurgood,Media,1,"Forced to start work at age 11 owing to decline in father’s business, commencing in the offices of the Cambridge Chronicle",,,,,,,,,,
135,CATLING,Thomas Thurgood,Media,2,reading-boy,,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
135,CATLING,Thomas Thurgood,Media,3,"apprentice compositor (5 years) on Lloyd’s Weekly Newspaper, remaining with the same paper all his working life, rising from compositor to sub-editor and, eventually, editor. Retired, 1907",,92120,7,61.68,Enttaeuschte,synonym,,Enttaeuschte,Etablierte,statut
136,CATTON,Samuel,Media,1,Cowherd (c.1800),,61220,8,50.88,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
136,CATTON,Samuel,Media,2,engaged at a timber carter’s (1801-3),,,,,,,,,,
136,CATTON,Samuel,Media,3,ploughboy (1804-11?),,61220,8,50.88,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
136,CATTON,Samuel,Media,4,"employed in chemical works (to 1820), but forced to leave through ill-health",,,,,,,,,,
136,CATTON,Samuel,Media,5,took a general shop at Plaistow (1820-56),,,,,,,,,,
143,’CHAT’,(CHATTERTON,Art+Media,1,Apprenticed to a bootmaker (1833),,80110,7,52.83,Enttaeuschte,synonym,,Enttaeuschte,(indéterminé),statut
143,’CHAT’,(CHATTERTON,Art+Media,2,"journeyman before 21, but unsuccessful due to ill-health",,,,,,,,,,
143,’CHAT’,(CHATTERTON,Art+Media,3,"enlisted in 77th Foot Regiment (1855), but discharged in 1856 due to ill-health. Not stated what he does after this",,,,,,,,,,
147,CHURCH,Richard,Art+Media,1,Civil servant (1909-33),,54010,9,41.43,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
147,CHURCH,Richard,Art+Media,2,editor for publishing company (1933-51),,15920,2,82.12,Anwaerter,synonym,,Anwaerter,Etablierte,statut
147,CHURCH,Richard,Art+Media,3,"lecturer for the British Council throughout Europe, India and Africa",,13000,2,82.44,Etablierte,synonym,yes,Etablierte,Etablierte,statut
147,CHURCH,Richard,Art+Media,4,"poet, novelist and literary critic",,15120,2,79.8,Bewahrende,synonym,,Bewahrende,Etablierte,statut
150,CITRINE,(Lord) Walter,Media,1,Employed in casual jobs on leaving school before settling for a longer period in a flour-mill,,,,,,,,,,
150,CITRINE,(Lord) Walter,Media,2,apprenticed with a firm of electrical contractors,,,,,,,,,,
150,CITRINE,(Lord) Walter,Media,3,electrical engineer (to 1914),,84170,9,66.11,Enttaeuschte,synonym,yes,Enttaeuschte,Enttaeuschte,statut
150,CITRINE,(Lord) Walter,Media,4,elected the first full-time district secretary of the Electrical Trades Union in 1914,,21110,1,84.88,Etablierte,synonym,yes,Etablierte,Etablierte,statut
150,CITRINE,(Lord) Walter,Media,5,assistant general secretary of the ETU (1920-4),,,,,,,,,,
150,CITRINE,(Lord) Walter,Media,6,"assistant general secretary of the TUC (1924-6), and general secretary (1926-46)",,,,,,,,,,
150,CITRINE,(Lord) Walter,Media,7,member of National Coal Board (1946-7),,,,,,,,,,
150,CITRINE,(Lord) Walter,Media,8,chairman of the British Electrical Authority (1947-57),,,,,,,,,,
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,1,Half-timer in a cotton mill (1876),,,,,,,,,,
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,2,errand-boy (1876),,37040,9,55.72,Enttaeuschte,synonym,,Enttaeuschte,Enttaeuschte,statut
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,3,piecer (1876),,,,,,,,,,
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,4,pupil-teacher/teacher (1877-84),,13000,2,82.44,Etablierte,synonym,,Etablierte,Etablierte,statut
155,CLARKE,(Charles) Allen [published under the pseudonym of ‘Ben Adhem’,Art+Media,5,"employed by Bolton Evening News, compiling Post Office Directory (1884-90)",,,,,,,,,,
